epoch,accuracy,loss,val_accuracy,val_loss
0,0.87264955,0.4092292147151425,0.9411746,0.2130206271845197
1,0.9544615,0.17714051108992,0.97257143,0.12209740404855637
2,0.9691282,0.12653033559138957,0.9695873,0.12124938725006013
3,0.97488886,0.1047179191698376,0.9760635,0.10254243680598243
4,0.97958976,0.08782019546398749,0.9789841,0.08894309601376928
5,0.97981197,0.08451610747692931,0.9830476,0.07568558398598717
6,0.98329914,0.07626210738552941,0.978127,0.08745652473918976
7,0.9849402,0.06859272067554487,0.98168254,0.07889493083504458
8,0.98423934,0.07094684891402721,0.98123807,0.07583197854577549
9,0.98442733,0.06753747246611831,0.9804127,0.08286506642282955
